word,n,A_key_resp.keys_raw,A_key_resp.rt_mean,A_key_resp.rt_raw,A_key_resp.rt_std,A_key_resp.started_mean,A_key_resp.started_raw,A_key_resp.stopped_raw,ArousalGuide.started_mean,ArousalGuide.started_raw,ArousalGuide.started_std,ArousalGuide.stopped_raw,V_slider.response_mean,V_slider.response_raw,V_slider.rt_mean,V_slider.rt_raw,V_slider.rt_std,V_slider.started_mean,V_slider.started_raw,V_slider.started_std,V_slider.stopped_raw,ValenceImage.started_mean,ValenceImage.started_raw,ValenceImage.started_std,ValenceImage.stopped_raw,WordPresentation.started_mean,WordPresentation.started_raw,WordPresentation.started_std,WordPresentation.stopped_raw,WordPresentation2.started_mean,WordPresentation2.started_raw,WordPresentation2.started_std,WordPresentation2.stopped_raw,text_2.started_mean,text_2.started_raw,text_2.started_std,text_2.stopped_raw,text_3.started_mean,text_3.started_raw,text_3.started_std,text_3.stopped_raw,order
bastard,1.0,'9',2.4415812492370605,2.4415812492370605,0.0,0.009375404501042794,0.009375404501042794,,17.348493576049805,17.348493576049805,0.0,,6.502222222222223,6.502222222222223,1.4437841176986694,1.4437841176986694,0.0,19.837974548339844,19.837974548339844,0.0,,19.837974548339844,19.837974548339844,0.0,,17.348493576049805,17.348493576049805,0.0,,19.837974548339844,19.837974548339844,0.0,,19.837974548339844,19.837974548339844,0.0,,17.348493576049805,17.348493576049805,0.0,,0.0
run,1.0,'9',0.5400053262710571,0.5400053262710571,0.0,0.010059897496830672,0.010059897496830672,,25.269813537597656,25.269813537597656,0.0,,6.489777777777778,6.489777777777778,0.5465127825737,0.5465127825737,0.0,25.837509155273438,25.837509155273438,0.0,,25.837509155273438,25.837509155273438,0.0,,25.269813537597656,25.269813537597656,0.0,,25.837509155273438,25.837509155273438,0.0,,25.837509155273438,25.837509155273438,0.0,,25.269813537597656,25.269813537597656,0.0,,3.0
jump,1.0,'9',0.8365107774734497,0.8365107774734497,0.0,0.004455526497622486,0.004455526497622486,,23.831918716430664,23.831918716430664,0.0,,6.489777777777778,6.489777777777778,0.5803760290145874,0.5803760290145874,0.0,24.684476852416992,24.684476852416992,0.0,,24.684476852416992,24.684476852416992,0.0,,23.831918716430664,23.831918716430664,0.0,,24.684476852416992,24.684476852416992,0.0,,24.684476852416992,24.684476852416992,0.0,,23.831918716430664,23.831918716430664,0.0,,2.0
funny,1.0,'9',1.0430638790130615,1.0430638790130615,0.0,0.007994158499059267,0.007994158499059267,,21.276033401489258,21.276033401489258,0.0,,6.491555555555555,6.491555555555555,1.4656504392623901,1.4656504392623901,0.0,22.34536361694336,22.34536361694336,0.0,,22.34536361694336,22.34536361694336,0.0,,21.276033401489258,21.276033401489258,0.0,,22.34536361694336,22.34536361694336,0.0,,22.34536361694336,22.34536361694336,0.0,,21.276033401489258,21.276033401489258,0.0,,1.0

extraInfo
ParticipantID,123
Age,55
Gender(M/F),M
date,2019_Oct_21_1333
expName,SurveyExpMetaMem
psychopyVersion,3.2.3
frameRate,59.925539640465615
