word,n,A_key_resp.keys_raw,A_key_resp.rt_mean,A_key_resp.rt_raw,A_key_resp.rt_std,A_key_resp.started_mean,A_key_resp.started_raw,A_key_resp.stopped_raw,ArousalGuide.started_mean,ArousalGuide.started_raw,ArousalGuide.started_std,ArousalGuide.stopped_raw,ValenceImage.started_mean,ValenceImage.started_raw,ValenceImage.started_std,ValenceImage.stopped_raw,WordPresentation.started_mean,WordPresentation.started_raw,WordPresentation.started_std,WordPresentation.stopped_raw,WordPresentation2.started_mean,WordPresentation2.started_raw,WordPresentation2.started_std,WordPresentation2.stopped_raw,key_resp.keys_raw,key_resp.rt_mean,key_resp.rt_raw,key_resp.rt_std,key_resp.started_mean,key_resp.started_raw,key_resp.stopped_raw,text_2.started_mean,text_2.started_raw,text_2.started_std,text_2.stopped_raw,text_3.started_mean,text_3.started_raw,text_3.started_std,text_3.stopped_raw,order
bastard,1.0,'9',2.2341156005859375,2.2341156005859375,0.0,0.0015533586993115023,0.0015533586993115023,,42.571502685546875,42.571502685546875,0.0,,44.8277473449707,44.8277473449707,0.0,,42.571502685546875,42.571502685546875,0.0,,44.8277473449707,44.8277473449707,0.0,,'1',0.6361892819404602,0.6361892819404602,0.0,0.004751522697915789,0.004751522697915789,,44.8277473449707,44.8277473449707,0.0,,42.571502685546875,42.571502685546875,0.0,,1.0
run,1.0,'9',5.509875774383545,5.509875774383545,0.0,0.006168597701616818,0.006168597701616818,,45.478946685791016,45.478946685791016,0.0,,50.99415588378906,50.99415588378906,0.0,,45.478946685791016,45.478946685791016,0.0,,50.99415588378906,50.99415588378906,0.0,,'6',1.4721014499664307,1.4721014499664307,0.0,0.011881283702678047,0.011881283702678047,,50.99415588378906,50.99415588378906,0.0,,45.478946685791016,45.478946685791016,0.0,,2.0
jump,1.0,'9',7.978331089019775,7.978331089019775,0.0,0.013844198492733994,0.013844198492733994,,29.403043746948242,29.403043746948242,0.0,,37.424476623535156,37.424476623535156,0.0,,29.403043746948242,29.403043746948242,0.0,,37.424476623535156,37.424476623535156,0.0,,'9',5.149017810821533,5.149017810821533,0.0,0.004786627705470892,0.004786627705470892,,37.424476623535156,37.424476623535156,0.0,,29.403043746948242,29.403043746948242,0.0,,0.0
funny,1.0,'6',1.495869517326355,1.495869517326355,0.0,0.010142248698684853,0.010142248698684853,,52.480892181396484,52.480892181396484,0.0,,54.002445220947266,54.002445220947266,0.0,,52.480892181396484,52.480892181396484,0.0,,54.002445220947266,54.002445220947266,0.0,,'6',1.2800123691558838,1.2800123691558838,0.0,0.008721136695385212,0.008721136695385212,,54.002445220947266,54.002445220947266,0.0,,52.480892181396484,52.480892181396484,0.0,,3.0

extraInfo
ParticipantID,123456
Age,45
Gender(M/F),M
date,2019_Oct_21_1346
expName,SurveyExpMetaMem
psychopyVersion,3.2.3
frameRate,59.81334849888542
